95.5,122.5,492,248,310,310,53,86,73,73,IN
95.5,118.5,495,253,308,308,49,79,75,75,IN
95.5,120.5,495,252,307,307,51,80,75,75,IN
99.5,125.5,493,246,317,317,57,89,72,72,IN
98.5,122.5,492,248,314,314,55,86,72,72,IN
96.5,122.5,496,247,310,310,55,87,70,70,IN
98.5,124.5,497,248,317,317,60,93,67,67,IN
100.5,131.5,492,246,325,325,55,90,76,76,IN
99.5,129.5,495,247,323,323,55,90,73,73,IN
104.5,128.5,491,247,324,324,58,90,74,74,IN
101.5,124.5,495,250,319,319,51,84,76,76,IN
98.5,126.5,487,246,321,321,56,91,69,69,IN
96.5,123.5,489,249,309,309,52,84,73,73,IN
92.5,121.5,494,249,301,301,48,82,71,71,IN
85.5,117.5,501,246,307,307,48,77,75,75,IN
105.5,136.5,492,231,330,330,60,95,74,74,IN
92.5,126.5,498,245,311,311,53,81,77,77,IN
99.5,127.5,496,242,317,317,54,86,75,75,IN
96.5,129.5,497,245,316,316,55,84,77,77,IN
97.5,124.5,499,246,308,308,55,84,72,72,IN
99.5,125.5,495,244,315,315,56,84,76,76,IN
101.5,131.5,493,237,324,324,59,95,70,70,IN
99.5,127.5,494,241,318,318,55,86,76,76,IN
100.5,130.5,494,239,320,320,57,90,74,74,IN
95.5,123.5,499,245,309,309,50,82,76,76,IN
98.5,126.5,497,243,313,313,52,84,76,76,IN
94.5,124.5,500,245,311,311,50,83,76,76,IN
96.5,123.5,498,244,313,313,52,85,76,76,IN
103.5,127.5,493,242,319,319,58,87,74,74,IN
97.5,119.5,499,248,310,310,54,80,75,75,IN
98.5,122.5,497,243,315,315,54,84,76,76,IN
103.5,127.5,494,241,318,318,59,88,73,73,IN
97.5,120.5,500,248,308,308,53,79,73,73,IN
100.5,126.5,498,241,318,318,56,86,75,75,IN
100.5,127.5,499,242,316,316,55,86,75,75,IN
99.5,125.5,499,244,318,318,57,85,74,74,IN
100.5,126.5,497,244,318,318,56,85,75,75,IN
105.5,129.5,492,240,323,323,61,89,75,75,IN
98.5,127.5,497,238,317,317,56,87,73,73,IN
96.5,130.5,498,229,314,314,56,94,71,71,IN
94.5,129.5,501,229,312,312,53,89,74,74,IN
97.5,131.5,499,228,314,314,53,92,73,73,IN
94.5,124.5,503,227,306,306,49,87,76,76,IN
91.5,126.5,503,228,308,308,53,91,67,67,IN
93.5,122.5,505,229,304,304,47,83,74,74,IN
86.5,122.5,511,234,295,295,39,82,74,74,IN
100.5,130.5,498,228,316,316,54,89,74,74,IN
98.5,127.5,500,229,315,315,51,86,78,78,IN
103.5,135.5,494,225,327,327,58,96,72,72,IN
101.5,130.5,497,230,319,319,55,92,73,73,IN
100.5,131.5,499,230,316,316,57,92,72,72,IN
102.5,129.5,497,230,317,317,55,91,74,74,IN
98.5,130.5,499,230,317,317,55,92,72,72,IN
97.5,128.5,501,232,315,315,50,88,73,73,IN
92.5,131.5,500,232,314,314,52,90,72,72,IN
100.5,132.5,496,229,320,320,54,90,76,76,IN
92.5,132.5,499,232,315,315,55,91,70,70,IN
100.5,132.5,496,230,324,324,54,92,73,73,IN
93.5,134.5,501,234,312,312,52,88,73,73,IN
99.5,140.5,495,229,322,322,59,96,72,72,IN
101.5,136.5,496,225,322,322,56,96,75,75,IN
95.5,129.5,502,232,310,310,48,85,79,79,IN
96.5,129.5,500,231,311,311,57,92,69,69,IN
90.5,122.5,507,236,300,300,47,84,72,72,IN
94.5,128.5,503,229,307,307,51,88,72,72,IN
89.5,123.5,508,232,301,301,48,87,69,69,IN
88.5,120.5,509,233,297,297,47,82,76,76,IN
90.5,124.5,507,230,301,301,47,86,71,71,IN
88.5,130.5,502,230,309,309,51,86,74,74,IN
94.5,127.5,504,231,306,306,52,91,68,68,IN
92.5,127.5,504,232,307,307,51,88,71,71,IN
92.5,123.5,506,236,304,304,47,84,74,74,IN
93.5,124.5,506,234,306,306,50,86,74,74,IN
93.5,125.5,506,234,303,303,51,87,72,72,IN
96.5,132.5,501,229,316,316,58,95,70,70,IN
95.5,128.5,502,232,309,309,52,88,73,73,IN
94.5,128.5,502,231,312,312,53,91,70,70,IN
94.5,127.5,503,233,307,307,50,90,70,70,IN
92.5,125.5,504,235,305,305,49,86,73,73,IN
91.5,124.5,505,236,302,302,48,86,72,72,IN
98.5,128.5,499,232,312,312,53,90,74,74,IN
101.5,131.5,496,229,320,320,56,93,73,73,IN
89.5,134.5,497,229,318,318,31,47,173,173,IN
94.5,128.5,501,232,309,309,54,92,71,71,IN
99.5,132.5,498,230,315,315,55,93,71,71,IN
94.5,129.5,501,232,311,311,51,90,75,75,IN
100.5,133.5,497,228,320,320,57,96,71,71,IN
94.5,129.5,501,232,311,311,52,91,73,73,IN
94.5,126.5,502,234,308,308,52,88,72,72,IN
95.5,131.5,500,231,314,314,53,93,71,71,IN
95.5,126.5,501,235,308,308,55,87,74,74,IN
94.5,127.5,502,235,308,308,52,88,72,72,IN
101.5,132.5,496,229,317,317,57,92,76,76,IN
101.5,132.5,497,230,317,317,60,94,71,71,IN
94.5,125.5,503,237,304,304,50,85,75,75,IN
97.5,130.5,501,232,311,311,51,90,77,77,IN
97.5,129.5,501,234,310,310,55,90,73,73,IN
96.5,128.5,501,235,311,311,53,90,73,73,IN
96.5,129.5,501,234,311,311,54,92,72,72,IN
97.5,128.5,499,235,311,311,55,90,73,73,IN
101.5,128.5,497,233,316,316,56,92,72,72,IN
102.5,130.5,496,233,314,314,59,93,70,70,IN
102.5,131.5,494,232,321,321,60,93,74,74,IN
95.5,123.5,502,240,307,307,53,87,73,73,IN
95.5,127.5,501,238,314,314,53,89,70,70,IN
103.5,130.5,492,233,324,324,60,92,72,72,IN
99.5,128.5,496,235,318,318,56,90,74,74,IN
93.5,126.5,502,236,306,306,46,86,76,76,IN
89.5,124.5,505,239,299,299,47,85,75,75,IN
111.5,170.5,502,238,305,305,48,86,72,72,IN
94.5,128.5,497,235,312,312,53,90,71,71,IN
96.5,130.5,497,235,313,313,50,88,76,76,IN
95.5,131.5,498,235,312,312,50,88,76,76,IN
95.5,129.5,497,235,311,311,51,88,75,75,IN
101.5,133.5,492,230,322,322,62,97,72,72,IN
98.5,130.5,495,234,314,314,53,89,80,80,IN
154.5,185.5,499,248,289,289,28,34,176,176,OUT
85.5,115.5,493,250,289,289,48,84,66,66,OUT
90.5,119.5,488,246,299,299,52,86,68,68,OUT
83.5,123.5,494,246,296,296,44,77,79,79,OUT
92.5,122.5,493,244,295,295,40,80,79,79,OUT
82.5,125.5,495,245,293,293,40,77,80,80,OUT
90.5,117.5,497,248,290,290,38,73,82,82,OUT
80.5,126.5,497,244,294,294,39,80,78,78,OUT
91.5,118.5,498,246,294,294,38,77,80,80,OUT
197.5,112.5,498,245,292,292,84,24,190,190,OUT
162.5,188.5,498,245,292,292,84,24,190,190,OUT
162.5,188.5,498,245,292,292,30,38,163,163,OUT
195.5,109.5,501,245,289,289,29,35,167,167,OUT
89.5,120.5,501,245,289,289,29,35,167,167,OUT
89.5,120.5,501,245,289,289,37,79,77,77,OUT
79.5,122.5,499,246,291,291,38,78,78,78,OUT
89.5,117.5,500,248,286,286,37,74,80,80,OUT
84.5,118.5,497,246,290,290,39,77,78,78,OUT
194.5,106.5,498,247,290,290,13,29,190,190,OUT
156.5,178.5,498,247,290,290,13,29,190,190,OUT
91.5,117.5,498,247,290,290,13,29,190,190,OUT
91.5,117.5,498,247,290,290,38,75,81,81,OUT
201.5,107.5,496,245,291,291,83,28,185,185,OUT
86.5,126.5,494,243,297,297,41,79,79,79,OUT
190.5,108.5,500,249,284,284,29,27,171,171,OUT
154.5,178.5,500,249,284,284,29,27,171,171,OUT
81.5,124.5,500,249,284,284,29,27,171,171,OUT
190.5,108.5,500,249,284,284,77,23,180,180,OUT
154.5,178.5,500,249,284,284,77,23,180,180,OUT
81.5,124.5,500,249,284,284,77,23,180,180,OUT
81.5,124.5,500,249,284,284,36,75,76,76,OUT
84.5,126.5,496,244,295,295,41,80,78,78,OUT
78.5,123.5,498,247,292,292,41,76,80,80,OUT
85.5,122.5,497,246,292,292,41,78,79,79,OUT
91.5,119.5,500,246,289,289,39,77,80,80,OUT
90.5,118.5,502,247,287,287,36,75,82,82,OUT
92.5,117.5,500,247,288,288,41,74,83,83,OUT
92.5,120.5,500,246,288,288,40,76,78,78,OUT
200.5,110.5,497,244,294,294,83,28,185,185,OUT
78.5,118.5,503,251,281,281,39,71,79,79,OUT
